,access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,publication_type,references,title,upload_type,files;
"112,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Paderborn', 'name': 'Bohl, Benjamin Wolff'}, {'affiliation': 'International Audio Laboratories Erlangen', 'name': 'Prätzlich, Thomas'}, {'affiliation': 'International Audio Laboratories Erlangen', 'name': 'Müller, Meinard'}, {'affiliation': 'Universität Paderborn', 'name': 'Veit, Joachim'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623414,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623414', 'recid': 4623414}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],""Der Gang durch die Domänen zur Erfassung, Aufbereitung und Präsentation von Audiodaten im BMBF-Projekt """"Freischütz Digital"""""",publication,['BOHL_Benjamin_Der_Gang_durch_die_Dom„nen.pdf']";
"113,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Leipzig', 'name': 'Reichelt, David Georg'}, {'affiliation': 'Universität Leipzig', 'name': 'Brose, Marc'}, {'affiliation': 'Universität Leipzig', 'name': 'Bryan, Maximilian'}, {'affiliation': 'Universität Leipzig', 'name': 'Sperveslage, Gunnar'}, {'affiliation': 'Universität Leipzig', 'name': 'Dils, Peter'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623416,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623416', 'recid': 4623416}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Projekt Altägyptische Wörterbücher im Verbund: Digital unterstütze Analyse der Entwicklung ägyptischer Wörterbücher,publication,['BRYAN_Maximilian_Projekt_Alt\x84gyptische_W\x94rterb\x81cher_im_Verbund_Digital_unterst\x81tze_Analyse_der_Entwicklung_\x84gyptischer_W\x94rterb\x81cher.pdf']";
"114,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Erfurt, Max-Weber-Kolleg, Deutschland', 'name': 'Bräckel, Oliver'}, {'affiliation': 'Universität Erfurt, Max-Weber-Kolleg, Deutschland', 'name': 'Kahl, Hannes'}, {'affiliation': 'Universität Erfurt, Max-Weber-Kolleg, Deutschland', 'name': 'Meins, Friedrich Wilhelm'}, {'affiliation': 'Universität Leipzig\\Historisches Seminar, Deutschland', 'name': 'Schubert, Charlotte'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623418,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623418', 'recid': 4623418}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],eComparatio. Editionsvergleich,publication,['BR\x8eCKEL_Oliver_eComparatio_Editionsvergleich.pdf']";
"115,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Max-Planck-Institutzur Erforschung multireligiöser und multiethnischer Gesellschaften', 'name': 'Buddenbohm, Stefan'}, {'affiliation': 'Staats- und Universitätsbibliothek Göttingen', 'name': 'Engelhardt, Claudia'}, {'affiliation': 'Akademie der Wissenschaften zu Göttingen', 'name': 'Wuttke, Ulrike'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623420,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623420', 'recid': 4623420}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Humanities Data Centre – grundlegende Überlegungenin der Designphase eines geisteswissenschaftlichen Forschungsdatenzentrums,publication,['BUDDENBOHM_Stefan_Humanities_Data_Centre_grundlegende_šberlegungen_in_der_Designphase_eines_geisteswissenschaftlichen_Forschungsdatenzentrums.pdf']";
"116,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Burghardt, Manuel'}, {'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Schneider, Patrick'}, {'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Bogatzki, Christopher'}, {'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Wolff, Christian'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623422,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623422', 'recid': 4623422}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],StreetartFinder – Eine Datenbank zur Dokumentation von Kunst im urbanen Raum,publication,['BURGHARDT_Manuel_StreetartFinder_Eine_Datenbank_zur_Dokumentation_von_Kunst_im_urbanen_Raum.pdf']";
"117,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Wien, Österreich', 'name': 'Börner, Ingo'}, {'affiliation': 'WU Wien, Österreich', 'name': 'Hecht, Angelika'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623424,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623424', 'recid': 4623424}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Quantitative Aufführungsanalysen zu Stücken Johann Nestroys,publication,['B\x99RNER_Ingo_Quantitative_Auff\x81hrungsanalysen_zu_St\x81cken_Johann_Nestroys.pdf']";
"118,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Institute of Computer Science, Heidelberg University', 'name': 'Bögel, Thomas'}, {'affiliation': 'Institute for German Studies, University of Hamburg', 'name': 'Petris, Marco'}, {'affiliation': 'Institute of Computer Science, Heidelberg University', 'name': 'Gertz, Michael'}, {'affiliation': 'Institute of Computer Science, Heidelberg University', 'name': 'Strötgen, Jannik'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623426,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623426', 'recid': 4623426}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],An End-To-End Integration of Automatic Annotations into CATMA,publication,['B橤EL_Thomas_An_End-To-End_Integration_of_Automatic_Annotations_into_CATMA.pdf']";
"119,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Capelle, Irmlind Capelle'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Richts, Kristina'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623428,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623428', 'recid': 4623428}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],""DFG­Projekt """"Entwicklung eines MEI­ und TEI­basierten Modells kontextueller Tiefenerschließung von Musikalienbeständen am Beispiel des Detmolder Hoftheaters im 19. Jahrhundert (1825–1875)"""""",publication,['CAPELLE_Irmlind_Entwicklung_eines_MEI_und_TEI_basierten_Modells_kontextueller_Tiefenerschliessung_von_Musikalienbeständen_am_Beispiel_des_Detmolder.pdf']";
"120,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Österreichisches Filmmuseum, Österreich', 'name': 'Heftberger, Adelheid'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623430,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623430', 'recid': 4623430}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Filmbild Filmschnitt Filmstil – die Quantifizierung und Visualisierung von filmischen Strukturen,publication,""['150225_Kunstgeschichte_II_1_Heftberger-Filmbild,_Filmschnitt,_Filmstil_–_die_Quantifizierung-931114.pdf']""";
"121,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität des Saarlandes', 'name': 'Declerck, Thierry'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623432,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623432', 'recid': 4623432}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Annotationen für die automatisierte Verarbeitung von Märchen,publication,['DECLERCK_Thierry_Annotationen_f�r_die_automatisierte_Verarbeitung_von_M„rchen.pdf']";
